Acyclovir,1703687,hydrocortisone,5492
Acyclovir,1703687,acyclovir,281
Acyclovir,1703687,sodium chloride,9863
Acyclovir,1703687,sodium,9853
Acyclovir,1703687,lidocaine,6387
Allopurinol,1167322,allopurinol,519
Allopurinol,1167322,colchicine,2683
Allopurinol,1167322,lesinurad,1731031
Allopurinol,1167322,probenecid,8698
Allopurinol,1167322,benzbromarone,1385
Capreomycin,19026710,capreomycin,78903
Captopril,1340128,captopril,1998
Captopril,1340128,hydrochlorothiazide,5487
Chlorothiazide,992590,chlorothiazide,2396
Chlorothiazide,992590,methyldopa,6876
Chlorothiazide,992590,spironolactone,9997
Chlorothiazide,992590,reserpine,9260
Cyclosporine,19010482,cyclosporine,3008
Cyclosporine,19010482,prednisolone,8638
Cyclosporine,19010482,mycophenolate mofetil,68149
Cyclosporine,19010482,fludarabine,24698
Cyclosporine,19010482,"lymphocyte immune globulin, anti-thymocyte globulin",1011
Cyclosporine,19010482,methotrexate,6851
Cyclosporine,19010482,busulfan,1828
Cyclosporine,19010482,melphalan,6718
Cyclosporine,19010482,prednisone,8640
Cyclosporine,19010482,valacyclovir,73645
Cyclosporine,19010482,pentamidine,7994
Cyclosporine,19010482,eltrombopag,711942
Cyclosporine,19010482,cyclophosphamide,3002
Cyclosporine,19010482,methylprednisolone,6902
Cyclosporine,19010482,etoposide,4179
Cyclosporine,19010482,dexamethasone,3264
Cyclosporine,19010482,sirolimus,35302
Cyclosporine,19010482,doxorubicin,3639
Cyclosporine,19010482,vincristine,11202
Cyclosporine,19010482,tacrolimus,42316
Cyclosporine,19010482,filgrastim,68442
Cyclosporine,19010482,mesna,44
Cyclosporine,19010482,phenytoin,8183
Cyclosporine,19010482,lenograstim,70167
Cyclosporine,19010482,rituximab,121191
Cyclosporine,19010482,leucovorin,6313
Cyclosporine,19010482,ibritumomab tiuxetan,262323
Cyclosporine,19010482,immunoglobulin G,5666
Diflunisal,1126128,diflunisal,3393
Enalaprilat,1342001,enalaprilat,3829
Etodolac,1195492,etodolac,24605
Fenoprofen,1153928,fenoprofen,4331
Hydrochlorothiazide,974166,hydrochlorothiazide,5487
Hydrochlorothiazide,974166,acebutolol,149
Hydrochlorothiazide,974166,ramipril,35296
Hydrochlorothiazide,974166,hydralazine,5470
Hydrochlorothiazide,974166,methyldopa,6876
Hydrochlorothiazide,974166,potassium chloride,8591
Hydrochlorothiazide,974166,guanethidine,5036
Hydrochlorothiazide,974166,moexipril,30131
Hydrochlorothiazide,974166,triamterene,10763
Hydrochlorothiazide,974166,valsartan,69749
Hydrochlorothiazide,974166,amlodipine,17767
Hydrochlorothiazide,974166,cilazapril,21102
Hydrochlorothiazide,974166,reserpine,9260
Hydrochlorothiazide,974166,bisoprolol,19484
Hydrochlorothiazide,974166,pindolol,8332
Hydrochlorothiazide,974166,vitamin A,11246
Hydrochlorothiazide,974166,Rauwolfia preparation,78678
Hydrochlorothiazide,974166,potassium,8588
Hydrochlorothiazide,974166,vitamin E,11256
Hydrochlorothiazide,974166,rescinnamine,9259
Hydrochlorothiazide,974166,verapamil,11170
Hydrochlorothiazide,974166,amiloride,644
Hydrochlorothiazide,974166,metoprolol,6918
Hydrochlorothiazide,974166,clonidine,2599
Hydrochlorothiazide,974166,aliskiren,325646
Hydrochlorothiazide,974166,fosinopril,50166
Hydrochlorothiazide,974166,olmesartan,321064
Hydrochlorothiazide,974166,telmisartan,73494
Hydrochlorothiazide,974166,european olive pollen extract,852653
Hydrochlorothiazide,974166,zofenopril,39990
Hydrochlorothiazide,974166,candesartan,214354
Hydrochlorothiazide,974166,mepindolol,29518
Hydrochlorothiazide,974166,dihydralazine,3409
Hydrochlorothiazide,974166,propranolol,8787
Hydrochlorothiazide,974166,irbesartan,83818
Hydrochlorothiazide,974166,benazepril,18867
Hydrochlorothiazide,974166,losartan,52175
Hydrochlorothiazide,974166,quinapril,35208
Hydrochlorothiazide,974166,labetalol,6185
Hydrochlorothiazide,974166,spironolactone,9997
Hydrochlorothiazide,974166,captopril,1998
Hydrochlorothiazide,974166,timolol,10600
Hydrochlorothiazide,974166,enalapril,3827
Hydrochlorothiazide,974166,sotalol,9947
Hydrochlorothiazide,974166,Aesculus hippocastanum bark extract,1309398
Hydrochlorothiazide,974166,magnesium chloride,6579
Hydrochlorothiazide,974166,methotrimeprazine,6852
Hydrochlorothiazide,974166,lisinopril,29046
Hydrochlorothiazide,974166,nebivolol,31555
Hydrochlorothiazide,974166,diltiazem,3443
Hydrochlorothiazide,974166,atenolol,1202
Hydrochlorothiazide,974166,deserpidine,62174
Hydrochlorothiazide,974166,eprosartan,83515
Hydrochlorothiazide,974166,alprenolol,597
Hydrochlorothiazide,974166,Crataegus laevigata fruit,1310259
Hydrochlorothiazide,974166,oxprenolol,7801
Ibuprofen,1177480,diphenhydramine,3498
Ibuprofen,1177480,ibuprofen,5640
Ibuprofen,1177480,pseudoisocytidine,34930
Ibuprofen,1177480,acetaminophen,161
Ibuprofen,1177480,scopolamine,9601
Ibuprofen,1177480,phenylephrine,8163
Ibuprofen,1177480,chlorpheniramine,2400
Ibuprofen,1177480,vitamin B12,11248
Ibuprofen,1177480,pseudoephedrine,8896
Ibuprofen,1177480,chlorzoxazone,2410
Ibuprofen,1177480,menthol,6750
Ibuprofen,1177480,lidocaine,6387
Ibuprofen,1177480,tolperisone,10639
Ibuprofen,1177480,magaldrate,29151
Ibuprofen,1177480,dexpanthenol,22701
Ibuprofen,1177480,loperamide,6468
Ibuprofen,1177480,diclofenac,3355
Ibuprofen,1177480,homatropine,27084
Ibuprofen,1177480,carisoprodol,2101
Ibuprofen,1177480,dexamethasone,3264
Ibuprofen,1177480,cyclonium,21993
Ibuprofen,1177480,levomenthol,236388
Ibuprofen,1177480,codeine,2670
Ibuprofen,1177480,polyurethane-34 (40 MPA),1673802
Ibuprofen,1177480,glucosamine,4845
Ibuprofen,1177480,chondroitin sulfates,2473
Ibuprofen,1177480,hydroxocobalamin,5514
Ibuprofen,1177480,famotidine,4278
Ibuprofen,1177480,hydrocodone,5489
Ibuprofen,1177480,caffeine,1886
Ibuprofen,1177480,ergotamine,4025
Ibuprofen,1177480,methocarbamol,6845
Ibuprofen,1177480,niacin,7393
Ibuprofen,1177480,oxycodone,7804
Ketoprofen,1185922,ketoprofen,6142
Ketoprofen,1185922,lidocaine,6387
Ketoprofen,1185922,tulathromycin,1309314
Ketoprofen,1185922,acetaminophen,161
Ketoprofen,1185922,chlorzoxazone,2410
Ketoprofen,1185922,omeprazole,7646
Ketorolac,1136980,ketorolac,35827
Ketorolac,1136980,phenylephrine,8163
Lisinopril,1308216,lisinopril,29046
Lisinopril,1308216,hydrochlorothiazide,5487
Lisinopril,1308216,amlodipine,17767
Mefenamate,1197736,mefenamate,257844
Mefenamate,1197736,threonine,10524
Mefenamate,1197736,histidine,5340
Mefenamate,1197736,lysine,6536
Mefenamate,1197736,tryptophan,10898
Mefenamate,1197736,tyrosine,10962
Naproxen,1115008,naproxen,7258
Naproxen,1115008,carisoprodol,2101
Naproxen,1115008,esomeprazole,283742
Naproxen,1115008,diphenhydramine,3498
Naproxen,1115008,misoprostol,42331
Naproxen,1115008,acetaminophen,161
Naproxen,1115008,sumatriptan,37418
Naproxen,1115008,thiamine,10454
Naproxen,1115008,pseudoephedrine,8896
Naproxen,1115008,sodium,9853
Naproxen,1115008,naprosyn na,483018
Piroxicam,1146810,orphenadrine,7715
Piroxicam,1146810,piroxicam,8356
Piroxicam,1146810,amoxicillin,723
Piroxicam,1146810,carisoprodol,2101
Piroxicam,1146810,prednisone,8640
Piroxicam,1146810,acetaminophen,161
Piroxicam,1146810,chlorzoxazone,2410
Piroxicam,1146810,ascorbic acid,1151
Piroxicam,1146810,vitamin B12,11248
candesartan,1351557,candesartan,214354
candesartan,1351557,hydrochlorothiazide,5487
candesartan,1351557,amlodipine,17767
candesartan,1351557,rosuvastatin,301542
meloxicam,1150345,meloxicam,41493
meloxicam,1150345,bupivacaine,1815
moexipril,1310756,moexipril,30131
moexipril,1310756,hydrochlorothiazide,5487
oxaprozin,1118045,oxaprozin,32613
telmisartan,1317640,telmisartan,73494
telmisartan,1317640,telmisartin,484821
telmisartan,1317640,rosuvastatin,301542
telmisartan,1317640,amlodipine,17767
telmisartan,1317640,hydrochlorothiazide,5487
telmisartan,1317640,chlorthalidone,2409
Acarbose,1529331,acarbose,16681
Adenosine,1309204,niacinamide,7405
Adenosine,1309204,thiamine,10454
Adenosine,1309204,adenosine,296
Adenosine,1309204,tocophersolan,159151
Adenosine,1309204,riboflavin,9346
Adenosine,1309204,soybean lecithin,579598
Adenosine,1309204,Ptychopetalum olacoides wood extract,1371302
Adenosine,1309204,caffeine,1886
Adenosine,1309204,dipyrone,3523
Adenosine,1309204,gentisic acid ethanolamide,1427180
Adenosine,1309204,lidocaine,6387
Adenosine,1309204,theophylline,10438
Adenosine,1309204,nikethamide,7424
Adenosine,1309204,pantothenic acid,7891
Adenosine,1309204,alpha tocopherol,237099
Adenosine,1309204,calcium phosphate dibasic,47627
Adenosine,1309204,cholecalciferol,2418
Adenosine,1309204,choline,2449
Adenosine,1309204,vitamin B6,42954
Adenosine,1309204,inositol,5833
Adenosine,1309204,ferrous sulfate,24947
Adenosine,1309204,rutin,9500
Adenosine,1309204,folic acid,4511
Adenosine,1309204,orotic acid,7712
Adenosine,1309204,zinc oxide,11423
Adenosine,1309204,vitamin B12,11248
Adenosine,1309204,calcium ascorbate,142407
Adenosine,1309204,vitamin A,11246
Adenosine,1309204,lecithin,8214
Adenosine,1309204,sodium molybdate(VI),36699
Adenosine,1309204,manganese,6623
Adenosine,1309204,biotin,1588
Adenosine,1309204,potassium sulfate,34323
Adenosine,1309204,copper sulfate,21579
Adenosine,1309204,ethyl linoleate,24522
Adenosine,1309204,lysine,6536
Adenosine,1309204,testosterone,10379
Adenosine,1309204,flavin-adenine dinucleotide,1314412
Adenosine,1309204,ubidecarenone,21406
Adenosine,1309204,magnesium,6574
Adenosine,1309204,nicotinamide adenine dinucleotide (NAD),1044975
Adenosine,1309204,Conium maculatum preparation,285151
Adenosine,1309204,Galium aparine extract,1345678
Adenosine,1309204,sulfur,10223
Adenosine,1309204,aspirin,1191
Adenosine,1309204,thioctate,618060
Adenosine,1309204,pyridoxine,684879
Adenosine,1309204,lactate,114202
Adenosine,1309204,Podophyllum peltatum preparation,324036
Adenosine,1309204,coenzyme A,1314344
Adenosine,1309204,hydroquinone,5509
Adenosine,1309204,ascorbic acid,1151
Adenosine,1309204,histamine,5333
Adenosine,1309204,naftazone,31475
Adenosine,1309204,Hydrastis canadensis whole preparation,1314583
Adenosine,1309204,"1,4-benzoquinone",319868
Adenosine,1309204,Vaccinium myrtillus whole extract,1370109
Adenosine,1309204,Colchicum autumnale whole extract,1545682
Adenosine,1309204,etofylline,24611
Adenosine,1309204,Selenicereus grandiflorus stem extract,1309694
Adenosine,1309204,Valeriana officinalis whole extract,1537753
Adenosine,1309204,Crataegus laevigata fruit,1310259
Adenosine,1309204,Leonurus cardiaca extract,1351002
Adenosine,1309204,Convallaria majalis extract,1344641
Adenosine,1309204,vitamin E,11256
Adenosine,1309204,Melissa officinalis extract,1311497
Adenosine,1309204,phospholipids,8246
Adenosine,1309204,dehydrocholate,42625
Adenosine,1309204,hesperidin,5281
Adenosine,1309204,methyltestosterone,6904
Adenosine,1309204,pholedrine,33432
Adenosine,1309204,riboflavin 5'-phosphate,1925821
Adenosine,1309204,propoxyphene,8785
Adenosine,1309204,prednisolone,8638
Adenosine,1309204,benphothiamine,18891
Adenosine,1309204,manganese sulfate,29268
Adenosine,1309204,dexpanthenol,22701
Adenosine,1309204,dicalcium phosphate,253163
Adenosine,1309204,cobaltous carbonate,2606481
Adenosine,1309204,ferric cation,1546357
Adenosine,1309204,cobalt,1310300
Adenosine,1309204,cobalt sulfate,1362742
Adenosine,1309204,calcium,1895
Adenosine,1309204,potassium acetate,54987
Adenosine,1309204,ferrous cation,1541238
Adenosine,1309204,niacin,7393
Adenosine,1309204,amphetaminil,17813
Adenosine,1309204,heptaminol,5254
Adenosine,1309204,norfenefrine,31988
Adenosine,1309204,octodrine,236867
Adenosine,1309204,ethaverine,24464
